id,place_name,is_restaurant,categories,average_rating,rate_count,granular_category,lat,lng,place_id
173,KFC,RESTAURANT,Fast Food|Beverages,4.1,254,restaurants,24.6866959,46.7240885,ChIJe4wuEYoDLz4R0qRcOt78Uzk
174,Nuiava,RESTAURANT,Desserts,0,0,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
175,Mass Sweets,RESTAURANT,Desserts,0,0,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
176,El Artisano,RESTAURANT,Desserts|Bakery|Coffee|Saudi|Breakfast|Pastries,0,0,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
177,quiet,RESTAURANT,Desserts,5,2,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
178,Flavonoid Sweets,RESTAURANT,Desserts,0,0,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
179,Lagouter,RESTAURANT,Desserts,0,0,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
180,Raqy,RESTAURANT,Desserts,0,0,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
181,Can,RESTAURANT,Desserts,3.7,3,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
182,Kenaz,RESTAURANT,Desserts,0,0,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
183,Bab Sharqi,RESTAURANT,Desserts|American,4.6,56,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
184,Dime,RESTAURANT,Desserts,5,2,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
185,SOLACE,RESTAURANT,Desserts,5,1,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
186,Maestro Pizza,RESTAURANT,Fast Food|Italian|International|Pizza,4.1,166,restaurants,24.661056,46.70123,ChIJlXemDY0ELz4RCLT5a8A8Hbk
187,Mad Pizza,RESTAURANT,Desserts|Italian|American|Beverages|International|Pizza,3.8,9,restaurants,24.66125725,46.70119489,ChIJlXemDY0ELz4RCLT5a8A8Hbk
188,Dunkin' Donuts,RESTAURANT,Desserts|Beverages|Coffee,3.9,119,restaurants,24.655222,46.688048,ChIJ56L1kL8ELz4Rr-sPMmXJY5Q
189,Herfy,RESTAURANT,Sandwich|Fast Food|Burgers,4.2,304,restaurants,24.66224,46.701003,ChIJlXemDY0ELz4RCLT5a8A8Hbk
190,Alkhafeef,RESTAURANT,Grill|Arabic|Bakery,4.3,108,restaurants,24.6625141,46.7007939,ChIJlXemDY0ELz4RCLT5a8A8Hbk
191,Kudu,RESTAURANT,Sandwich|Fast Food|Grill|Burgers|Breakfast,4.4,370,restaurants,24.662746,46.700863,ChIJlXemDY0ELz4RCLT5a8A8Hbk
192,Tasali moon,RESTAURANT,Fast Food|Arabic,4,4,restaurants,24.6574646,46.70589037,ChIJ2ToV8_QELz4RXsDmkSKKtGE
193,Alkafi,RESTAURANT,Arabic|Coffee,5,6,restaurants,24.6574375,46.7059375,ChIJ2ToV8_QELz4RXsDmkSKKtGE
194,Baithak Restaurant,RESTAURANT,Indian|Pakistani,4.3,231,restaurants,24.6572613,46.7061982,ChIJ2ToV8_QELz4RXsDmkSKKtGE
195,Jollibee,RESTAURANT,Fast Food|American,4.5,238,restaurants,24.6633675,46.7040739,ChIJp-Y4c4wELz4R2gO1jAC7K3U
196,Muqsaf90,RESTAURANT,Desserts|Arabic|Coffee,4.5,90,restaurants,24.6660516,46.6976811,ChIJt1RqbJAELz4Rj0i4_YJHynQ
197,KFC,RESTAURANT,Fast Food|Beverages,3.9,156,restaurants,24.65180549,46.70787316,ChIJy_TakvcELz4RVRZDrN0iANY
198,Amo Hamza,RESTAURANT,Arabic|Seafood,4.2,277,restaurants,24.65193,46.70833,ChIJnVtGCFgELz4Rv0pPIoRvZA0
199,Sakalans,RESTAURANT,Arabic|Egyptian|Breakfast,3.3,26,restaurants,24.6453422,46.7018209,ChIJ-6HCPfsELz4RCLjK0EUoDas
200,Starbucks®,RESTAURANT,Desserts|Bakery|Beverages|Coffee|Breakfast|Roastery,4.5,575,restaurants,24.6460625,46.7035625,ChIJ-aTr6vsELz4RxF6R67eH2aA
201,Wok Nation,RESTAURANT,Asian|Noodles,3.5,21,restaurants,24.6638237,46.683067,ChIJbXU99qQELz4RdvkRwfM11r0
202,Smokey Mountains&nbsp;&nbsp;,RESTAURANT,Fast Food|American|Burgers,5,2,restaurants,24.6638237,46.683067,ChIJbXU99qQELz4RdvkRwfM11r0
203,Canton,RESTAURANT,Asian|Noodles,4.1,464,restaurants,24.663848,46.683077,ChIJbXU99qQELz4RdvkRwfM11r0
204,Noodle Way,RESTAURANT,Asian,0,0,restaurants,24.6638256,46.6830325,ChIJbXU99qQELz4RdvkRwfM11r0
205,Mission Wok,RESTAURANT,Asian|Japanese,3.2,14,restaurants,24.6638256,46.6830325,ChIJbXU99qQELz4RdvkRwfM11r0
206,Veloce,RESTAURANT,Desserts|Beverages,4.5,382,restaurants,24.66395115,46.68284782,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
207,Domino's Pizza,RESTAURANT,Fast Food|Italian|American|International|Pizza,4.7,63,restaurants,24.664067,46.682788,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
208,Alqandil Althahabi,RESTAURANT,Sandwich|Fast Food,4.3,110,restaurants,24.66442311,46.68271868,ChIJTSDkT6QELz4Re5Pw7d_SdlI
209,Aani &amp; Dani,RESTAURANT,Desserts,4.7,194,restaurants,24.6642844,46.6825946,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
210,Baskin Robbins,RESTAURANT,Desserts|Beverages|Ice Cream,4.9,55,restaurants,24.664251,46.682555,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
211,Shack Burger,RESTAURANT,Sandwich|Fast Food|Beverages|Burgers,4.3,571,restaurants,24.664346,46.682527,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
212,GEZER BURGER,RESTAURANT,Burgers,4.2,191,restaurants,24.6645441,46.6825689,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
213,BURGEREGO,RESTAURANT,Burgers,3.7,12,restaurants,24.6645596,46.6823614,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
214,Wok Kong,RESTAURANT,Asian|Noodles,4.2,696,restaurants,24.66471125,46.68246217,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
215,City Wok,RESTAURANT,Asian|Noodles,4.4,95,restaurants,24.664994,46.682548,ChIJDSqnMqQELz4RerAQJHx-9IQ
216,Shrimp Shack,RESTAURANT,Seafood,4.5,276,restaurants,24.66629375,46.68359685,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
217,MISTER SHAWAYA,RESTAURANT,Grill|Arabic,4,154,restaurants,24.6648789,46.6823404,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
218,Shrimp and Roll,RESTAURANT,Sandwich|Seafood,5,4,restaurants,24.66630217,46.68357332,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
219,Saldwich,RESTAURANT,Sandwich|Fast Food|Healthy,4.6,350,restaurants,24.666486,46.683193,ChIJvQ6lhaYELz4RAWdezrGFgHo
220,Pasta Delizia,RESTAURANT,Italian|Pasta,4,59,restaurants,24.666453,46.683139,ChIJvQ6lhaYELz4RAWdezrGFgHo
221,Mafroomah‎‎,RESTAURANT,Sandwich|Fast Food|American|Burgers,4.6,168,restaurants,24.6663125,46.6829375,ChIJGyqNf6YELz4RLMMA9y8md7s
222,PAPA JOHNS PIZZA,RESTAURANT,Fast Food|Pizza|Pasta|Salads,4.3,546,restaurants,24.66547083,46.68205,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
223,Mexika Restaurant,RESTAURANT,Mexican,4.3,463,restaurants,24.665549,46.6818695,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
224,Signature,RESTAURANT,Beverages|Juices,4.4,320,restaurants,24.665997,46.682069,ChIJpVsw06UELz4RyUEaUvitR3Q
225,Masami Sushi,RESTAURANT,Asian|Seafood|Sushi|Japanese,4.2,114,restaurants,24.6660029,46.6820648,ChIJpVsw06UELz4RyUEaUvitR3Q
226,Zaatar W Zeit,RESTAURANT,Sandwich|Fast Food|Arabic|Bakery|Beverages|Healthy|Breakfast,4.6,920,restaurants,24.66607,46.682067,ChIJpVsw06UELz4RyUEaUvitR3Q
227,Beefy,RESTAURANT,Fast Food|American,4.2,5,restaurants,24.6659272,46.6819242,ChIJpVsw06UELz4RyUEaUvitR3Q
228,Rare Grill,RESTAURANT,Sandwich|Fast Food|American|International,4.4,116,restaurants,24.6659047,46.6818542,ChIJN8nicqYELz4Rc1Qmtfn_qCA
229,Dar Lounge,RESTAURANT,Fast Food|Desserts|Beverages|Coffee,4,3,restaurants,24.6751164,46.6948342,ChIJSTXS_Z0ELz4Rv53AJ6V69bA
230,Gad Restaurant,RESTAURANT,Sandwich|Grill|Arabic|Beverages,4.2,236,restaurants,24.638076,46.706171,ChIJpzgWGgEFLz4RX8QDN_cUOfM
231,Al Iwan Restaurant,RESTAURANT,Fast Food|Grill|Pastries,3,2,restaurants,24.6766949,46.6988668,ChIJW6bMvWIDLz4R1KVipWtI0EQ
232,Delight,RESTAURANT,Desserts|Arabic,0,0,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
233,Sharqeah,RESTAURANT,Desserts,4.8,105,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
234,Maison de chocolate,RESTAURANT,Desserts,5,2,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
235,Sugar Coated,RESTAURANT,Desserts,4.7,29,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
236,Baks,RESTAURANT,Desserts,4,1,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
237,NEARBI,RESTAURANT,Desserts,4.7,24,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
238,TREAT,RESTAURANT,Desserts,0,0,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
239,LEBOHNEUR CHOCOLATE,RESTAURANT,Desserts|Gluten-Free,5,4,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
240,VONA SWEET,RESTAURANT,Desserts|Arabic,0,0,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
241,La Merna,RESTAURANT,Desserts,0,0,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
242,Hasha Brasha,RESTAURANT,Arabic,5,5,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
243,Kosin,RESTAURANT,Desserts,0,0,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
244,PECANOLLI,RESTAURANT,Desserts,0,0,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
245,Choco Flakes,RESTAURANT,Desserts,5,5,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
246,ERMINE,RESTAURANT,Desserts,4.9,21,restaurants,24.6768496,46.6922221,ChIJ85j6_GADLz4RSxneRxxp7EI
247,Mokarmal,RESTAURANT,Desserts,4.6,24,restaurants,24.6768549,46.6921371,ChIJ85j6_GADLz4RSxneRxxp7EI
248,Mo Sweets,RESTAURANT,Desserts,0,0,restaurants,24.6768549,46.6921371,ChIJ85j6_GADLz4RSxneRxxp7EI
249,Zamani sweets,RESTAURANT,Desserts,5,6,restaurants,24.67688355,46.69215806,ChIJ85j6_GADLz4RSxneRxxp7EI
250,Arena,RESTAURANT,Desserts,0,0,restaurants,24.67690809,46.69225429,ChIJ85j6_GADLz4RSxneRxxp7EI
251,Taraat,RESTAURANT,Desserts,0,0,restaurants,24.67691784,46.69225429,ChIJ85j6_GADLz4RSxneRxxp7EI
252,Ulin,RESTAURANT,Desserts,3.8,5,restaurants,24.67692272,46.69225429,ChIJ85j6_GADLz4RSxneRxxp7EI
253,Rana Hanim,RESTAURANT,Desserts|Bakery,0,0,restaurants,24.6769319,46.6923031,ChIJ85j6_GADLz4RSxneRxxp7EI
254,GHDAQ,RESTAURANT,Desserts,0,0,restaurants,24.6769319,46.6923031,ChIJ85j6_GADLz4RSxneRxxp7EI
255,Min Alakhar,RESTAURANT,Desserts,5,2,restaurants,24.6769319,46.6923031,ChIJ85j6_GADLz4RSxneRxxp7EI
256,Lusso,RESTAURANT,Desserts|Arabic,3,1,restaurants,24.6769319,46.6923031,ChIJ85j6_GADLz4RSxneRxxp7EI
257,PHILIA,RESTAURANT,Desserts,0,0,restaurants,24.6769323,46.6923029,ChIJ85j6_GADLz4RSxneRxxp7EI
258,Rashof,RESTAURANT,Healthy,5,1,restaurants,24.6769323,46.6923029,ChIJ85j6_GADLz4RSxneRxxp7EI
259,ALMA,RESTAURANT,Desserts,0,0,restaurants,24.6769323,46.6923029,ChIJ85j6_GADLz4RSxneRxxp7EI
260,nash coco,RESTAURANT,Desserts,5,5,restaurants,24.6769323,46.6923029,ChIJ85j6_GADLz4RSxneRxxp7EI
261,LOVERA,RESTAURANT,Desserts|Bakery|Coffee,0,0,restaurants,24.6769323,46.6923029,ChIJ85j6_GADLz4RSxneRxxp7EI
262,Party And Chocola,RESTAURANT,Desserts,0,0,restaurants,24.6769323,46.6923029,ChIJ85j6_GADLz4RSxneRxxp7EI
263,Qadooa,RESTAURANT,Desserts,0,0,restaurants,24.6769323,46.6923029,ChIJ85j6_GADLz4RSxneRxxp7EI
264,MARVELLO,RESTAURANT,Desserts,5,1,restaurants,24.6769323,46.6923029,ChIJ85j6_GADLz4RSxneRxxp7EI
265,Cinnabiscuits,RESTAURANT,Desserts,0,0,restaurants,24.6769323,46.6923029,ChIJ85j6_GADLz4RSxneRxxp7EI
266,Different sweet,RESTAURANT,Desserts,5,1,restaurants,24.6769323,46.6923029,ChIJ85j6_GADLz4RSxneRxxp7EI
267,Criole,RESTAURANT,Desserts,4.2,6,restaurants,24.6769323,46.6923029,ChIJ85j6_GADLz4RSxneRxxp7EI
268,Evra chocolate,RESTAURANT,Desserts,1,1,restaurants,24.6769323,46.6923029,ChIJ85j6_GADLz4RSxneRxxp7EI
269,Honey dose,RESTAURANT,Desserts,0,0,restaurants,24.6769323,46.6923029,ChIJ85j6_GADLz4RSxneRxxp7EI
270,Lesrois,RESTAURANT,Desserts,0,0,restaurants,24.6769323,46.6923029,ChIJ85j6_GADLz4RSxneRxxp7EI
271,LA SENS,RESTAURANT,Desserts,0,0,restaurants,24.6769323,46.6923029,ChIJ85j6_GADLz4RSxneRxxp7EI
272,Layered,RESTAURANT,Desserts,5,11,restaurants,24.6769323,46.6923029,ChIJ85j6_GADLz4RSxneRxxp7EI
273,Carameel day,RESTAURANT,Desserts,0,0,restaurants,24.6769323,46.6923029,ChIJ85j6_GADLz4RSxneRxxp7EI
274,Stella,RESTAURANT,Desserts,0,0,restaurants,24.6769323,46.6923029,ChIJ85j6_GADLz4RSxneRxxp7EI
275,Kollaj,RESTAURANT,Desserts,0,0,restaurants,24.67694205,46.69221707,ChIJ85j6_GADLz4RSxneRxxp7EI
276,twenty5,RESTAURANT,Desserts,0,0,restaurants,24.67694709,46.69223283,ChIJ85j6_GADLz4RSxneRxxp7EI
277,HAMIDA,RESTAURANT,Desserts,0,0,restaurants,24.67695196,46.69223283,ChIJ85j6_GADLz4RSxneRxxp7EI
278,QADOOA BOXES,RESTAURANT,Arabic,3.8,4,restaurants,24.67694431,46.69211615,ChIJ85j6_GADLz4RSxneRxxp7EI
279,Lolliva Chocolate,RESTAURANT,Desserts,1,1,restaurants,24.6769637,46.6920598,ChIJ85j6_GADLz4RSxneRxxp7EI
280,Two Fifty,RESTAURANT,Desserts,0,0,restaurants,24.6769637,46.6920598,ChIJ85j6_GADLz4RSxneRxxp7EI
281,Arena Sweets,RESTAURANT,Desserts,0,0,restaurants,24.6769637,46.6920598,ChIJ85j6_GADLz4RSxneRxxp7EI
282,Donatella,RESTAURANT,Desserts,0,0,restaurants,24.6769637,46.6920598,ChIJ85j6_GADLz4RSxneRxxp7EI
283,Flick,RESTAURANT,Desserts,4.3,16,restaurants,24.67700071,46.69225429,ChIJ85j6_GADLz4RSxneRxxp7EI
284,Plant,RESTAURANT,Desserts,4.8,54,restaurants,24.67700071,46.69222746,ChIJ85j6_GADLz4RSxneRxxp7EI
285,Glamour Chocolate,RESTAURANT,Desserts,0,0,restaurants,24.67701395,46.69222243,ChIJ85j6_GADLz4RSxneRxxp7EI
286,Savour Chocolate,RESTAURANT,Desserts,0,0,restaurants,24.67701477,46.69222646,ChIJ85j6_GADLz4RSxneRxxp7EI
287,Kate,RESTAURANT,Desserts,0,0,restaurants,24.67699782,46.69208662,ChIJ85j6_GADLz4RSxneRxxp7EI
288,KAWAKEET,RESTAURANT,Desserts,0,0,restaurants,24.67702508,46.69223283,ChIJ85j6_GADLz4RSxneRxxp7EI
289,Fit House,RESTAURANT,Healthy,4.3,417,restaurants,24.67694094,46.69144858,ChIJ68GB8WADLz4RKV4x8FVFP_Y
290,Morpho,RESTAURANT,Desserts,0,0,restaurants,24.6775,46.6921537,ChIJ85j6_GADLz4RSxneRxxp7EI
291,Clover,RESTAURANT,Desserts|Coffee,0,0,restaurants,24.6775,46.6921537,ChIJ85j6_GADLz4RSxneRxxp7EI
292,Larina,RESTAURANT,Desserts|Arabic,5,1,restaurants,24.6775,46.6921537,ChIJ85j6_GADLz4RSxneRxxp7EI
293,Omsiyat Najd,RESTAURANT,Desserts,0,0,restaurants,24.6775,46.6921537,ChIJ85j6_GADLz4RSxneRxxp7EI
294,The Canteen Restaurant,RESTAURANT,Grill|Asian|Beverages|International,4.3,123,restaurants,24.67781645,46.69294397,ChIJWRAdF2EDLz4RxrxiNjKcjUQ
295,falafel zaky,RESTAURANT,Sandwich|Fast Food|Desserts|Arabic|Beverages,4,27,restaurants,24.6513703,46.671701,ChIJcVunv7QELz4Rm6NYLIOGOkM
296,Amo Sabri,RESTAURANT,Arabic|Saudi,4.3,14,restaurants,24.65119833,46.67064917,ChIJIS-RyrQELz4RutYDUlHgljA
297,Pinzatta,RESTAURANT,Sandwich|Fast Food|Italian|Healthy|Pizza,4.6,30,restaurants,24.6539554,46.6691148,ChIJUQgt3EwbLz4RBc0uln1VsTo
298,Kunooz pharmacy,OTHER,Pharmacy,4.7,220,pharmacies,24.653299,46.668776,ChIJ4Wk270wbLz4RbvAwC1KPTbI
299,Fawal Atyab Altaif,RESTAURANT,Arabic|Beverages|Breakfast,4.3,54,restaurants,24.65297,46.668795,ChIJpVA260wbLz4RNCOzO85eJnQ
300,Costa Coffee®,RESTAURANT,Sandwich|Desserts|Beverages|Coffee,4.4,22,restaurants,24.67989268,46.68739828,ChIJwTJVAF0DLz4RW2DKPZCzccA
301,Gloria Jean's,RESTAURANT,Desserts|Coffee,3.7,34,restaurants,24.6493515,46.6683274,ChIJvZc1EEsbLz4Rot1k0fF2Rhg
302,Whites,OTHER,Pharmacy,4.7,407,pharmacies,24.67566992,46.67617571,ChIJPVgyflEDLz4R0fwrX-t08DM
303,AL BAIK,RESTAURANT,Sandwich|Fast Food|Arabic,4.3,4105,restaurants,24.6770032,46.6778839,ChIJ82PNT1ADLz4Rlsklq8SL4-U
304,Sobhy Kaber,RESTAURANT,Grill|Arabic|Egyptian,4.3,478,restaurants,24.6772326,46.6776924,ChIJ82PNT1ADLz4Rlsklq8SL4-U
305,Penguin's Restaurants,RESTAURANT,Sandwich|Fast Food|Pizza,4.5,133,restaurants,24.675752,46.675213,ChIJqTD9KlIDLz4RxUz77jhfuFI
306,Pizza Hut,RESTAURANT,Fast Food|Italian|Beverages|International|Pizza|Pasta|Salads,4.1,200,restaurants,24.6757559,46.6752145,ChIJqTD9KlIDLz4RxUz77jhfuFI
307,Shawarmer,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,4.4,821,restaurants,24.675778,46.675218,ChIJqTD9KlIDLz4RxUz77jhfuFI
308,Manoosha,RESTAURANT,Sandwich|Arabic|Pizza|Breakfast|Pastries,4.3,322,restaurants,24.67564,46.673821,ChIJ6xhQSFIDLz4Ru7TetHJG8xs
309,Lammah,RESTAURANT,Sandwich|Fast Food|Desserts|Arabic|Bakery|Juices|Pizza|Lebanese|Breakfast,3.8,10,restaurants,24.6756191,46.6737722,ChIJPVgyflEDLz4R0fwrX-t08DM
310,Adoro La Pasta,RESTAURANT,Sandwich|Fast Food|Italian|Bakery|Healthy|Juices|Pasta|Gluten-Free,4.1,21,restaurants,24.6756561,46.673803,ChIJPVgyflEDLz4R0fwrX-t08DM
311,Dawar Al Saada,RESTAURANT,Arabic|Pastries,4.7,1229,restaurants,24.67550103,46.67345196,ChIJFSKZV1IDLz4RptoYpsrTZWQ
312,Bukhari behar almarjan restaurants,RESTAURANT,Arabic,4.3,29,restaurants,24.67963066,46.67777353,ChIJnzt3TU4DLz4RZqecJAKGbao
313,ZAHRA ASSOCIATION,RESTAURANT,Charity,5,183,charity,24.67134233,46.6683213,ChIJ5dgmnawcLz4RKMI9sIAZBls
314,RICHONY,RESTAURANT,Desserts|Coffee,4.5,2,restaurants,24.675429,46.671591,ChIJbd84tVIDLz4RZzxTO9JtR1k
315,Batter,RESTAURANT,Desserts|Beverages,4.2,10,restaurants,24.674316,46.668288,ChIJL__9cK0cLz4RffkGUP5GA6A
316,Shawarma Jalila,RESTAURANT,Fast Food|Grill|Shawarma,4.3,2815,restaurants,24.67548826,46.66927283,ChIJA8ZNYq0cLz4RxacspaYssdc
317,molten,RESTAURANT,Desserts|Beverages,4.6,70,restaurants,24.674379,46.668191,ChIJL__9cK0cLz4RffkGUP5GA6A
318,McDonald's KSA,RESTAURANT,Sandwich|Fast Food|Desserts|American|Beverages|Coffee|International|Breakfast,4.3,1216,restaurants,24.674456,46.667907,ChIJkUE7ga0cLz4RWEiejxEKix0
319,McCafé,RESTAURANT,Desserts|Bakery|Beverages|Coffee|Breakfast,4,3,restaurants,24.6744946,46.6678899,ChIJkUE7ga0cLz4RWEiejxEKix0
320,Lulu Restaurant,RESTAURANT,Sandwich|Fast Food|Bakery|Shawarma|Juices|Burgers,4.3,5726,restaurants,24.682975,46.676619,ChIJc-AltU4DLz4RKynuiWXTt6A
321,Logimat And Karak,RESTAURANT,Desserts|Beverages|Coffee,4.3,110,restaurants,24.67469128,46.66565358,ChIJp4ZQ9rEcLz4Ro0mMZMRdS-g
322,Falafel Pie,RESTAURANT,Sandwich|Arabic|Falafel|Breakfast,4.6,996,restaurants,24.6746778,46.6656091,ChIJp4ZQ9rEcLz4Ro0mMZMRdS-g
323,Fawal Abo Azooz,RESTAURANT,Arabic|Beverages,4.4,501,restaurants,24.6745761,46.6654375,ChIJxe9V8LEcLz4RCk-Ds2_dsZk
324,ASL Luwluih,RESTAURANT,Arabic,4.4,1247,restaurants,24.6882224,46.6829246,ChIJw-5EA0cDLz4RK9lKp904pjg
325,ASMAK Wadi El Nile,RESTAURANT,Seafood|Egyptian,4.3,32,restaurants,24.6882538,46.6829353,ChIJw-5EA0cDLz4RK9lKp904pjg
326,HungerStation Market,OTHER,Supermarkets,4.7,5044,darkstores,24.6223909,46.6841164,ChIJw39eQTsFLz4RDgqEF-O3Hss
327,Baseet,RESTAURANT,Fast Food|Arabic,4.3,29,restaurants,24.6805962,46.66595,ChIJY7g4I7QcLz4REZdeZzvTEqo
328,Fuddruckers,RESTAURANT,Desserts|American|Beverages,4.2,357,restaurants,24.688867,46.67384,ChIJK-0CrjUDLz4RdQYHwAXr7fQ
329,WING IT,RESTAURANT,Mexican,0,0,restaurants,24.6896607,46.673604,ChIJa6fKWDQDLz4RsVbm1GF9XLA
330,ACOUSTIC,RESTAURANT,Desserts|Beverages|Ice Cream|Breakfast,5,1,restaurants,24.69294544,46.67458191,ChIJ5f5T4TMDLz4RpCw8bqgwaqE
331,Adam pharmacy,OTHER,Pharmacy,4.8,218,pharmacies,24.7158669,46.6795524,ChIJW4zMetACLz4RcA4AcSg5VmM
332,Order For Them,RESTAURANT,Charity,4.9,4208,charity,24.695314,46.582756,ChIJRy--exIeLz4R7Wvn2t_7rQk
333,Ekhaa,RESTAURANT,Charity,4.9,1255,charity,24.79686409,46.73104525,ChIJCwO9N8n9Lj4RgBxTBjd_z7g
334,Aqwom,RESTAURANT,Charity,5,2438,charity,24.7987233,46.7838096,ChIJRTe5ijT-Lj4RvW4eBStX2Ho
335,Etaam,RESTAURANT,Charity,4.9,269,charity,24.7987233,46.7838096,ChIJRTe5ijT-Lj4RvW4eBStX2Ho
336,Siryah Jawa Alhara,RESTAURANT,Arabic,4.2,29,restaurants,24.618036,46.701149,ChIJA1I89HIFLz4REU3xM1W7hEg
337,Zad Redan,RESTAURANT,Fast Food|Arabic|Saudi,4.4,57,restaurants,24.62434485,46.69510965,ChIJ_6c5XBEFLz4RiRJI4v3sJ6M
338,Kudu,RESTAURANT,Sandwich|Fast Food|Grill|Burgers|Breakfast,4.5,325,restaurants,24.625716,46.689674,ChIJ38dEqyIFLz4Ruz_FMqI4SGU
339,KFC,RESTAURANT,Fast Food|Beverages,3.8,396,restaurants,24.6253624,46.6890952,ChIJJY5LrCIFLz4RWy-rptt8-4o
340,Shabyat Abozaid,RESTAURANT,Arabic|Saudi|Breakfast,4.2,182,restaurants,24.6253624,46.6890952,ChIJJY5LrCIFLz4RWy-rptt8-4o
341,Alkhafeef,RESTAURANT,Grill|Arabic|Bakery,4.4,168,restaurants,24.6253962,46.6891243,ChIJ38dEqyIFLz4Ruz_FMqI4SGU
342,Krispy Kreme Doughnuts,RESTAURANT,Desserts|Bakery|Beverages|Coffee,4.4,98,restaurants,24.625495,46.689043,ChIJJY5LrCIFLz4RWy-rptt8-4o
343,McDonald's KSA,RESTAURANT,Sandwich|Fast Food|Desserts|American|Beverages|Coffee|International|Breakfast,4,1785,restaurants,24.6242554,46.6869207,ChIJIaLA0TwFLz4RvVYfMqSV1FY
344,Al Naeman Pies,RESTAURANT,Pizza|Pastries,4.2,239,restaurants,24.624723,46.687001,ChIJIaLA0TwFLz4RvVYfMqSV1FY
345,Al Hala Palace,RESTAURANT,Desserts,4.3,29,restaurants,24.624306,46.68625,ChIJYf1CyDwFLz4R5wQNZoZ_bNk
346,Luqaimat Al Dana,RESTAURANT,Desserts|Arabic,4.6,10,restaurants,24.6241108,46.6859606,ChIJV8Q6sDwFLz4RuGTly-cNj0Q
347,Sapooh Zaman,RESTAURANT,Arabic|International|Saudi,4.3,100,restaurants,24.6225574,46.6840906,ChIJw39eQTsFLz4RDgqEF-O3Hss
348,Domino's Pizza,RESTAURANT,Fast Food|Italian|American|International|Pizza,4.5,176,restaurants,24.62311075,46.68423292,ChIJw39eQTsFLz4RDgqEF-O3Hss
349,ALTARBOUSH ALDIMASHQI RESTAURANTS,RESTAURANT,Fast Food|Arabic,4.3,152,restaurants,24.62234847,46.68377862,ChIJw39eQTsFLz4RDgqEF-O3Hss
350,Kabida Wa Fulfil,RESTAURANT,Sandwich|Fast Food|Breakfast,4.4,151,restaurants,24.62289298,46.68390785,ChIJw39eQTsFLz4RDgqEF-O3Hss
351,Lorenzo Pizza,RESTAURANT,Sandwich|Fast Food|Italian|International|Pizza|Pasta|Salads,4.5,285,restaurants,24.6229309,46.6837788,ChIJw39eQTsFLz4RDgqEF-O3Hss
