id,place_name,is_restaurant,categories,average_rating,rate_count,granular_category,lat,lng,place_id
6999,Waiter,RESTAURANT,Fast Food|American|Burgers,4,267,restaurants,24.6539785,46.5812953,ChIJwXwA1pceLz4RE31oVy3DOlk
7000,Shawarma 29,RESTAURANT,Arabic|Seafood,3.4,17,restaurants,24.61865764,46.72793902,ChIJO8aLGI0FLz4Rb7xVjpY-BSQ
7001,Six Pack,RESTAURANT,Healthy|Salads,4.3,11,restaurants,24.7059143,46.7993141,ChIJwznzGTEHLz4RInRguqTz-Dc
7002,Loaded Burger,RESTAURANT,Fast Food|Beverages|Burgers,4.2,17,restaurants,24.653467,46.578323,ChIJj7J-4pUeLz4RmO5BWyzYi7g
7003,Seven Seasons Juices,RESTAURANT,Desserts|Juices,5,2,restaurants,24.8128421,46.6079842,ChIJb92MiBbkLj4Rw0xTa6sE0ro
7004,Khutwa,RESTAURANT,Desserts|Coffee,4,2,restaurants,24.6884482,46.7995768,ChIJe5unUBEHLz4R8VI5-9XcASA
7005,Cheese Platter,RESTAURANT,Desserts,4.8,85,restaurants,24.8104162,46.6001215,ChIJp9q6_hjkLj4RLcWGWmEQxss
7006,Fatta Enaba,RESTAURANT,Arabic|Lebanese,0,0,restaurants,24.8142607,46.7543234,ChIJ72pckYb-Lj4RPO9Uu0HRmX4
7007,JAWHAR ALKABAB,RESTAURANT,Sandwich|Fast Food|Grill|Shawarma,4,18,restaurants,24.6542492,46.57033958,ChIJx8_tkOseLz4R7XT4Dpx48JM
7008,AFRAN JAWHAR ALKABAB,RESTAURANT,Fast Food|Pizza|Roastery,4.9,7,restaurants,24.6542687,46.57032349,ChIJx8_tkOseLz4R7XT4Dpx48JM
7009,Shawees,RESTAURANT,Sandwich|Fast Food|Pastries,4.2,283,restaurants,24.7049842,46.807423,ChIJi5VUx0cHLz4RZjW_IJ25V_Y
7010,Ovil,RESTAURANT,Sandwich|American|Burgers,4.2,41,restaurants,24.6541664,46.5700542,ChIJx8_tkOseLz4R7XT4Dpx48JM
7011,OV IN,RESTAURANT,Italian|Pizza|Pasta,4.1,244,restaurants,24.6541664,46.5700542,ChIJx8_tkOseLz4R7XT4Dpx48JM
7012,Saturday Night Pizza,RESTAURANT,Fast Food|Italian|Pizza,0,0,restaurants,24.6005571,46.6979442,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7013,Society Lasagna,RESTAURANT,Pizza|Pasta,0,0,restaurants,24.7647611,46.8024448,ChIJBTdTukMALz4RGzKPyJPJ6So
7014,Katm,RESTAURANT,Arabic|Saudi,4.1,57,restaurants,24.7369316,46.8122311,ChIJzVwoOZYALz4RQGZvAC7-DIU
7015,Fatayer Alamour,RESTAURANT,Arabic|Egyptian|Pizza|Falafel|Breakfast,5,2,restaurants,24.7883262,46.790057,ChIJKSNU9tX_Lj4RJ096ZNVmRZI
7016,GABA,RESTAURANT,Desserts|Coffee,3.7,51,restaurants,24.8320936,46.7327575,ChIJ-5vWABL8Lj4R0cFzd_N-Ego
7017,Swalief Al Dira,RESTAURANT,Arabic|Saudi|Breakfast,4.3,211,restaurants,24.817125,46.592681,ChIJVV-tcJ3mLj4RLsVlT1BDcSM
7018,fatayer abdoun,RESTAURANT,Bakery|Pizza,3.9,68,restaurants,24.8030573,46.7826486,ChIJ8eUJI0r-Lj4RgJCKfmhq9SM
7019,Fresh Floewr,RESTAURANT,Flowers,5,3,flowers_and_plants,24.80524748,46.78064131,ChIJAY4VIkr-Lj4Rlm4OXRU1dD8
7020,Alarousi,RESTAURANT,Arabic,4.2,361,restaurants,24.5920802,46.6933259,ChIJTVUVRIwPLz4RLNDfi4XH7tQ
7021,JENAKUM,RESTAURANT,Arabic,4.1,25,restaurants,24.84994192,46.68180771,ChIJ9Up_8Dr7Lj4RMFGI3OcfmzI
7022,Macarena,RESTAURANT,Italian|Pasta|Noodles,2.7,25,restaurants,24.64527352,46.55715034,ChIJE1j-e-AeLz4RD73SpPXERGM
7023,Bait Mezza,RESTAURANT,Sandwich|Grill|Arabic,3,13,restaurants,24.6451763,46.5571549,ChIJH9QPf-AeLz4Rwf22A971ZO0
7024,Kilo Kabab,RESTAURANT,Fast Food|Grill|Arabic,3.5,58,restaurants,24.6451763,46.5571549,ChIJH9QPf-AeLz4Rwf22A971ZO0
7025,Next Coffee,RESTAURANT,Sandwich|Desserts|Coffee,5,3,restaurants,24.7227192,46.8266082,ChIJBfAUJgCqLz4Ru7GGrk049Lo
7026,Mahmoud Akbar Restaurant,RESTAURANT,Grill|Arabic|Saudi,4.2,330,restaurants,24.7450431,46.82435035,ChIJGTh0CZ4ALz4RJI4A7sSC7yQ
7027,Riyadh's Meal,RESTAURANT,Arabic|Saudi|Breakfast,3.5,53,restaurants,24.7686358,46.8169208,ChIJSQ4mtXEALz4Re3KlHD5KMek
7028,AL THAWD,RESTAURANT,Arabic|Saudi,4.1,45,restaurants,24.6311597,46.5627703,ChIJafEFQ9IeLz4RnvsLmtpJF1o
7029,Tomato and basil,RESTAURANT,Arabic,0,0,restaurants,24.6298364,46.5619495,ChIJsepUB9MeLz4RUdLrIK-pXKU
7030,HABAR,RESTAURANT,Sandwich|Fast Food|Grill|Lebanese,4.1,28,restaurants,24.6298364,46.5619495,ChIJsepUB9MeLz4RUdLrIK-pXKU
7031,BUSU,RESTAURANT,Desserts,4.5,21,restaurants,24.8183031,46.7847641,ChIJ65T94Vb-Lj4RtW_cN4EtZyg
7032,Mandy Walid,RESTAURANT,Arabic|Saudi,2.8,10,restaurants,24.85734274,46.67709169,ChIJvWMzByn7Lj4RrL0ylDmlecY
7033,Shawarma and More,RESTAURANT,Sandwich|Fast Food|Shawarma,4.2,264,restaurants,24.629606,46.5617837,ChIJsepUB9MeLz4RUdLrIK-pXKU
7034,Furn Alajan,RESTAURANT,Desserts|Arabic|Pastries,4.5,344,restaurants,24.6455004,46.548962,ChIJe6CYPRkfLz4Ra_NNoHrpW0c
7035,Layaly Chocolate Sweets,RESTAURANT,Desserts,4.5,14,restaurants,24.7364536,46.8306086,ChIJU9A62w6qLz4RL3-p2dnkbzs
7036,tasali nawal,RESTAURANT,Arabic|Beverages,4.1,22,restaurants,24.7265018,46.8320028,ChIJdbnAVAKqLz4RRc2yhNGbzw8
7037,The Prince Golden Restaurant,RESTAURANT,Fast Food|Grill|Arabic|Pizza|Pasta,4.3,18,restaurants,24.72683021,46.83243636,ChIJMwXbVAKqLz4RMVuyDM5UJiA
7038,Mashwyat The Prince Golden,RESTAURANT,Sandwich|Grill|Arabic,5,4,restaurants,24.72682046,46.83244173,ChIJMwXbVAKqLz4RMVuyDM5UJiA
7039,Innovative candy,RESTAURANT,Desserts,4.8,11,restaurants,24.57951892,46.65960709,ChIJ2XVICg8QLz4RelXKjJrAZt4
7040,Mazagy Bahary,RESTAURANT,Seafood|Pasta|Salads,4,184,restaurants,24.8260891,46.7796457,ChIJz292w_v-Lj4RMtpSWy2CIxg
7041,restaurant fatira dayaetuna,RESTAURANT,Shawarma|Pizza|Falafel,4.4,23,restaurants,24.82734123,46.77824732,ChIJg1i-8Pr-Lj4RXk2z_LEiIN0
7042,Space burger,RESTAURANT,Beverages|Burgers,0,0,restaurants,24.6282273,46.559291,ChIJX6GfnNQeLz4RoVQ7C0hRjNA
7043,TIKKA TOK,RESTAURANT,Fast Food|Asian,3.9,28,restaurants,24.6282273,46.559291,ChIJX6GfnNQeLz4RoVQ7C0hRjNA
7044,Saif al tikka,RESTAURANT,Indian,4.2,81,restaurants,24.6282273,46.559291,ChIJX6GfnNQeLz4RoVQ7C0hRjNA
7045,Karak Jadi,RESTAURANT,Arabic|Bakery,4.2,122,restaurants,24.6281619,46.5592986,ChIJX6GfnNQeLz4RoVQ7C0hRjNA
7046,Zahrat Malham,RESTAURANT,Arabic|Saudi,4.1,194,restaurants,24.80240556,46.80453065,ChIJ9XJVWML_Lj4RjtTqpWuGefc
7047,masoub walid,RESTAURANT,Sandwich|Fast Food|Arabic|Saudi,4.1,346,restaurants,24.6280398,46.559072,ChIJX6GfnNQeLz4RoVQ7C0hRjNA
7048,Logimat Latheetha,RESTAURANT,Desserts,3.3,47,restaurants,24.596725,46.598126,ChIJTeyMSykaLz4RLW0QEPzAmeY
7049,broasted karmna,RESTAURANT,Arabic,4.2,21,restaurants,24.6375625,46.5496875,ChIJO36f_iMfLz4RsSQrOrWAago
7050,Grbs,RESTAURANT,Healthy|Salads,4.3,93,restaurants,24.637399,46.549811,ChIJO36f_iMfLz4RsSQrOrWAago
7051,Rawad Al Mathaq,RESTAURANT,Fast Food|Shawarma|Juices,4.2,75,restaurants,24.632146,46.553193,ChIJCSO6WigfLz4RoMDnM_oPahs
7052,Mento  Bayet Alrowad  Dahrat laban,RESTAURANT,Arabic|Pastries,3.7,31,restaurants,24.63212497,46.55318836,ChIJCSO6WigfLz4RoMDnM_oPahs
7053,Dhyoof,RESTAURANT,Arabic,4.4,211,restaurants,24.637831,46.547199,ChIJa8nudCMfLz4R0hjI-CRQWik
7054,Blue butterfly,RESTAURANT,Flowers,5,2,flowers_and_plants,24.6376741,46.5472289,ChIJa8nudCMfLz4R0hjI-CRQWik
7055,Eajinat Suria,RESTAURANT,Arabic|Bakery,3.4,15,restaurants,24.57536872,46.65900791,ChIJYZQitREQLz4Rfi8WGHRnR5M
7056,Shaebiat Alzaman Aljamil,RESTAURANT,Arabic|Saudi|Breakfast,4.3,1208,restaurants,24.6258103,46.5567246,ChIJ90HY2SoZLz4RHlI11OQpN40
7057,SO THE OVEN,RESTAURANT,Desserts|Bakery|Pizza|Breakfast|Pastries,4.1,88,restaurants,24.6293079,46.5534746,ChIJf4w3kSkfLz4R-usGlRyNIm4
7058,LUQAIMAT LION,RESTAURANT,Arabic,4.2,405,restaurants,24.63108974,46.55161965,ChIJveWS4CgfLz4RmL8pnZi2O_0
7059,Ar Chocolate,RESTAURANT,Desserts,4,4,restaurants,24.5741049,46.6654414,ChIJiSXZVxkQLz4RqHBeu-m6DFI
7060,Tau,RESTAURANT,Desserts|Coffee|Breakfast,4.5,32,restaurants,24.6358928,46.5472479,ChIJteZzvSQfLz4RdIe_CAgHJ-c
7061,Juzur Al Arak,RESTAURANT,Sandwich|Grill|Arabic|Juices,5,8,restaurants,24.598026,46.588958,ChIJOx5o9YEZLz4R1oymA33fFT4
7062,Abu Bent,RESTAURANT,Arabic|Saudi,3.7,15,restaurants,24.64061147,46.54118056,ChIJS0wVExYfLz4Rb4tFmeytS7g
7063,Bukhari &amp; Mashwi,RESTAURANT,Arabic|Saudi,3.9,239,restaurants,24.64061147,46.54118056,ChIJS0wVExYfLz4Rb4tFmeytS7g
7064,FAWAL MADHAQ ALAFRAH,RESTAURANT,Fast Food|Arabic|Breakfast,3.8,260,restaurants,24.82139363,46.79527274,ChIJd5V0xKj_Lj4R9writVwWb6Q
7065,Nasim Pastries,RESTAURANT,Fast Food,4.3,43,restaurants,24.639876,46.541511,ChIJF0EBPBYfLz4Roc4fnOuHCw8
7066,Pigeon Corner Resturant,RESTAURANT,Arabic,4.3,57,restaurants,24.63467425,46.54519906,ChIJ-W0DSDsfLz4R2YlerSPMbzc
7067,Arabic dates sweets,RESTAURANT,Desserts,4.4,61,restaurants,24.6249971,46.5527026,ChIJsw7V1SofLz4Reczcxtl-kp4
7068,Qimat Alluwlua,RESTAURANT,Fast Food,3.3,17,restaurants,24.6329901,46.5425784,ChIJI6oPpjsfLz4RAsk0vKzfWEs
7069,Diwaniyat al-Kif,RESTAURANT,Beverages|Coffee,4.1,180,restaurants,24.63781012,46.53820521,ChIJxa5D1D8fLz4R8bvuw6N1upw
7070,Pizza Cup,RESTAURANT,Desserts|Italian|Beverages|Juices,4.5,105,restaurants,24.627997,46.545538,ChIJNX5dHy4fLz4RQSWxJtmEqhQ
7071,Kunafa Al Jawaher,RESTAURANT,Desserts|Arabic,4.1,16,restaurants,24.5892475,46.5924377,ChIJz6U5P4gZLz4RaViROtIwdTg
7072,Reef turkey,RESTAURANT,Fast Food|American,3.9,9,restaurants,24.8675867,46.6405547,ChIJ-Tb8o3LlLj4RELiHHUZxrV8
7073,Kalih Time,RESTAURANT,Desserts,4.5,139,restaurants,24.584741,46.5965599,ChIJfd9muyEaLz4R1Zq5xYjlvac
7074,kaif alkonafa,RESTAURANT,Desserts,4.6,8,restaurants,24.6264148,46.5430227,ChIJJ0qKgjEfLz4RJtx-FeG2_8s
7075,Tarboosh Corner,RESTAURANT,Fast Food|Grill|Arabic|Beverages,3.7,20,restaurants,24.636462,46.534767,ChIJw3NbBUAfLz4R8obFEu8tAGc
7076,Fawaal khalatat aljarah,RESTAURANT,Arabic|Breakfast,4,11,restaurants,24.6364381,46.5346676,ChIJw3NbBUAfLz4R8obFEu8tAGc
7077,Haneeth Alakhawin,RESTAURANT,Arabic,3.8,167,restaurants,24.6316835,46.5375188,ChIJuQzgxjgfLz4R-KQehjzbkpY
7078,Izmir Cafe,RESTAURANT,Sandwich|Desserts|Coffee|Juices,4.1,14,restaurants,24.628621,46.539717,ChIJMw4iRTcfLz4RhtVPJvqqYyc
7079,FIFTY CAL JUICE,RESTAURANT,Beverages,5,1,restaurants,24.6312877,46.5371045,ChIJc6UVxzgfLz4R0sCrv9NDrkI
7080,Lolo'at Al Sauce,RESTAURANT,Fast Food|American|Pizza|Pasta,2.8,6,restaurants,24.6323319,46.5363036,ChIJc6UVxzgfLz4R0sCrv9NDrkI
7081,Ashhaa Falafil Alshaam,RESTAURANT,Falafel,3.7,9,restaurants,24.6600323,46.5197554,ChIJ38F5pogfLz4RerQ8PfZ8v2M
7082,konafa cart,RESTAURANT,Desserts,4.3,32,restaurants,24.56420231,46.70979863,ChIJA1pdj_8OLz4RoWc1JnhbPwk
7083,Third House Cafe,RESTAURANT,Desserts|Coffee,0,0,restaurants,24.6339468,46.5321583,ChIJu0DysEEfLz4RO4To5tGPZc8
7084,Dhawahe Altaif Restaurant,RESTAURANT,Fast Food|Arabic|Saudi,3.8,22,restaurants,24.62918517,46.53547069,ChIJ4XpnbDgfLz4RT4jnPMAfdqU
7085,Shaabiyat Dhawahe Altaif,RESTAURANT,Arabic|Saudi,4.2,4,restaurants,24.6291937,46.5354157,ChIJaU2PbjgfLz4RzCuEcMEEFK0
7086,Danah Al Kuwait,RESTAURANT,Sandwich|Desserts|Falafel,4.1,112,restaurants,24.6590241,46.5170994,ChIJmxWF3ocfLz4RjihP5FOAEW4
7087,3eshq al7la,RESTAURANT,Desserts,4.2,31,restaurants,24.5651841,46.6296743,ChIJO4VwZ4gQLz4RLldQpNjLLuw
7088,Moon Light Coffee,RESTAURANT,Desserts|Beverages|Coffee,4.1,39,restaurants,24.632131,46.528981,ChIJQUAvBUMfLz4R_iaS3UARf38
7089,Lebanon Garden,RESTAURANT,Sandwich|Grill|Arabic|Lebanese,3.8,88,restaurants,24.63234513,46.52802307,ChIJf7eWVEIfLz4RvX27U0TglkQ
7090,Diwaniyah NEOM,RESTAURANT,Desserts|Arabic|Beverages|Coffee|Breakfast,4.1,14,restaurants,24.6245612,46.5306601,ChIJIzbUMk8fLz4RDxWbpl5d8Qo
7091,DOMAĆI,RESTAURANT,Grill,4.7,7,restaurants,24.6287572,46.5239526,ChIJO1PnYlwfLz4RaGCvYZXY5YE
7092,Azeez alburger,RESTAURANT,Sandwich|Grill|Arabic|Shawarma|Burgers|Pizza|Pastries,0,0,restaurants,24.6106768,46.5184271,ChIJAx6vmqoYLz4RWvwLwvKOnXk
7093,Atayeb Neama Restaurant,RESTAURANT,Sandwich|Arabic|Shawarma,3.5,11,restaurants,24.60895992,46.51963626,ChIJC9aQv6sYLz4R-ffwG4uZUa8
7094,Tanur Alfatirat Aldimashqiya,RESTAURANT,Sandwich|Arabic|Pizza|Pastries,4.3,594,restaurants,24.759823,46.777354,ChIJkZYaeLcBLz4RIUmFmipzTSM
7095,Kudu,RESTAURANT,Sandwich|Fast Food|Grill|Burgers|Breakfast,4.4,243,restaurants,24.759417,46.777336,ChIJpUaCd7cBLz4RsnIkkSPymIw
7096,Pizza Ram,RESTAURANT,Pizza|Pasta|Pastries,4.4,29,restaurants,24.7603251,46.7791954,ChIJlQkYqbcBLz4R-ZRsmChAF80
7097,Arto Cafe,RESTAURANT,Coffee,4.2,26,restaurants,24.77026736,46.76801791,ChIJM3vrEt0BLz4RKL63hGjlVRk
7098,Masoub AL Asimah,RESTAURANT,Arabic|Breakfast,4.2,557,restaurants,24.7679431,46.7822776,ChIJ59MJ8ssBLz4Ru0vURiNffNw
7099,Corner al katkot,RESTAURANT,Sandwich|Fast Food|Beverages,4.2,263,restaurants,24.771361,46.779906,ChIJCZagOs4BLz4R70GChTO4SHs
7100,Cinnabon,RESTAURANT,Desserts|Beverages,4.5,103,restaurants,24.7733307,46.7765054,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7101,Low Calories,RESTAURANT,Sandwich|Grill|Arabic|Indian|Healthy,4,40,restaurants,24.7729454,46.7784288,ChIJmch4RtABLz4R078_nJV-Tg0
7102,Paul Restaurant,RESTAURANT,Sandwich|Desserts|Bakery|Salads,4.7,110,restaurants,24.77370055,46.777043,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7103,Crepe &amp; Dip,RESTAURANT,Desserts|Coffee|Breakfast,4.3,20,restaurants,24.7738744,46.776537,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7104,Mamma Bunz cafe,RESTAURANT,Desserts|Bakery|Beverages|Coffee,4.2,212,restaurants,24.773999,46.77641,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7105,Crepe affaire,RESTAURANT,Desserts|Beverages|Coffee,4.5,64,restaurants,24.77412534,46.77602884,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7106,Leen Shawarma,RESTAURANT,Arabic,5,3,restaurants,24.774157,46.7763896,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7107,Shawarma Abu Ammar,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,3,6,restaurants,24.774157,46.7763896,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7108,Paul Sandwiches &amp; Wraps,RESTAURANT,Sandwich|Fast Food|Burgers,3.8,5,restaurants,24.774157,46.7763896,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7109,PAUL Salads,RESTAURANT,Fast Food|Healthy|Vegetarian|Salads,3.8,30,restaurants,24.774157,46.7763896,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7110,Whites,OTHER,Pharmacy,4.6,202,pharmacies,24.7742091,46.7763904,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7111,Costa Coffee®,RESTAURANT,Sandwich|Desserts|Beverages|Coffee,4.2,38,restaurants,24.774462,46.774105,ChIJLfrQ59sBLz4RJu2uQ1MNwIA
7112,Starbucks®,RESTAURANT,Desserts|Bakery|Beverages|Coffee|Breakfast|Roastery,4.4,319,restaurants,24.77448462,46.77426699,ChIJLfrQ59sBLz4RJu2uQ1MNwIA
7113,Domino's Pizza,RESTAURANT,Fast Food|Italian|American|International|Pizza,4.3,160,restaurants,24.77094092,46.76604986,ChIJZdGeE-cBLz4ROLjRxxR6C_Q
7114,Patchi cafe,RESTAURANT,Desserts|Coffee,4,6,restaurants,24.7744817,46.7757091,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7115,Shawarma Jassas,RESTAURANT,Fast Food|Shawarma,4.2,12,restaurants,24.7744826,46.7764326,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7116,MCC,RESTAURANT,Desserts|Coffee,4.3,120,restaurants,24.774551,46.776424,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7117,Popeyes,RESTAURANT,Sandwich|Fast Food|American,4.8,8,restaurants,24.77477028,46.77546617,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7118,Herfy,RESTAURANT,Sandwich|Fast Food|Burgers,4.2,198,restaurants,24.77477594,46.77565027,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7119,Sbarro,RESTAURANT,Italian|American,4,92,restaurants,24.77484085,46.77591965,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7120,Shaebiaat Alyawm w Dum,RESTAURANT,Fast Food|Arabic,4.6,7,restaurants,24.7749234,46.7755771,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7121,Charley's Philly steaks,RESTAURANT,Sandwich|Fast Food|American,4,114,restaurants,24.77487665,46.77597635,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7122,Sanabel Al Salam,RESTAURANT,Desserts,4.5,26,restaurants,24.763694,46.7846807,ChIJz_WjerUBLz4RheMx27kp7vA
7123,Azaal,RESTAURANT,Arabic|Saudi|Breakfast,4.4,54,restaurants,24.775062,46.77571,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7124,Paul Bakery,RESTAURANT,Bakery|Coffee|International|Breakfast,4.5,32,restaurants,24.775117,46.775948,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7125,Arabica Star Cafe,RESTAURANT,Desserts|Coffee,4.4,87,restaurants,24.7745653,46.7782226,ChIJ4wL7jNABLz4RwzKXuzgOT1g
7126,Qasar Toleen Sweets,RESTAURANT,Desserts,4.1,14,restaurants,24.7717568,46.7826122,ChIJKX-bwc0BLz4RDQGm1V_Qmoo
7127,Anoosh,RESTAURANT,Desserts|Bakery|Beverages|Coffee,4.8,48,restaurants,24.77048,46.764396,ChIJT1mYmuYBLz4RwHeygAVdo70
7128,Aresha Aorak enb,RESTAURANT,Arabic,4.3,102,restaurants,24.76486081,46.78567213,ChIJMYK_n8oBLz4RhbrR39-NylQ
7129,Shaebiaat Alasala,RESTAURANT,Arabic|Breakfast,1,2,restaurants,24.77587749,46.77611789,ChIJU-TP9tkBLz4RdHxcBGGVKNM
7130,Keif Al Shiuokh,RESTAURANT,Roastery,4.9,35,specialty_and_ethnic,24.7551377,46.7698397,ChIJA7e1hb4BLz4R7eYNgJfgrD4
7131,Aani &amp; Dani,RESTAURANT,Desserts,4.3,115,restaurants,24.7688,46.76255,ChIJQ6DLL-QBLz4R4vbboG9WqnA
7132,Koftt Alhta,RESTAURANT,Grill,4,96,restaurants,24.764884,46.7617165,ChIJQdI6R-8BLz4RWPgRAsu6zio
7133,McCafé,RESTAURANT,Desserts|Bakery|Beverages|Coffee|Breakfast,1,2,restaurants,24.77629,46.7773647,ChIJyZsiqtABLz4RLRu7iMRy1oY
7134,Al Feshawy,RESTAURANT,Grill|Arabic|Seafood|Egyptian,4.3,728,restaurants,24.764613,46.761637,ChIJ46nOMe8BLz4Ryd-2rN1XYGs
7135,McDonald's KSA,RESTAURANT,Sandwich|Fast Food|Desserts|American|Beverages|Coffee|International|Breakfast,4.1,2543,restaurants,24.776351,46.777402,ChIJyZsiqtABLz4RLRu7iMRy1oY
7136,Alliwan,RESTAURANT,Sandwich|Fast Food|Burgers,4.2,335,restaurants,24.769221,46.76217,ChIJT1mYmuYBLz4RM8zburLzq_E
7137,Pastalita,RESTAURANT,Fast Food|Italian|Pizza|Pasta,4.5,381,restaurants,24.7542027,46.77026232,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7138,House of Donuts,RESTAURANT,Desserts,4.4,125,restaurants,24.754091,46.770017,ChIJVezc1b0BLz4RxJLob956jc0
7139,Jareer Sweet,RESTAURANT,Desserts,4.3,38,restaurants,24.764774,46.761076,ChIJO65DZu8BLz4R-sY8xJlFPlo
7140,melt,RESTAURANT,Arabic,4.2,18,restaurants,24.7620249,46.7866998,ChIJccDP0LQBLz4RUloKsbXzbjc
7141,Al Sadhan,OTHER,Supermarkets,4.2,566,supermarket,24.7540004,46.77004545,ChIJvTHkMrwBLz4R2i5_qugoX44
7142,City Fresh Kitchen,RESTAURANT,American,2.9,31,restaurants,24.7648875,46.7609531,ChIJO65DZu8BLz4R-sY8xJlFPlo
7143,Wings &amp; Things,RESTAURANT,Sandwich|Fast Food|American|Burgers,3.5,6,restaurants,24.7648875,46.7609531,ChIJO65DZu8BLz4R-sY8xJlFPlo
7144,Earth Bowlz,RESTAURANT,Seafood|Beverages|Healthy|Vegetarian,4.1,73,restaurants,24.7648875,46.7609531,ChIJO65DZu8BLz4R-sY8xJlFPlo
7145,Curry Club,RESTAURANT,Grill|Indian,3.4,43,restaurants,24.7648875,46.7609531,ChIJO65DZu8BLz4R-sY8xJlFPlo
7146,Fire Grill,RESTAURANT,Grill|Mexican|Healthy|Salads,4.1,184,restaurants,24.7648875,46.7609531,ChIJO65DZu8BLz4R-sY8xJlFPlo
7147,Steak House Burger,RESTAURANT,Sandwich|American|Beverages|Burgers,2.5,4,restaurants,24.7648875,46.7609531,ChIJO65DZu8BLz4R-sY8xJlFPlo
7148,Uncle Moes,RESTAURANT,Sandwich|Fast Food|American|Burgers,2.2,4,restaurants,24.7648875,46.7609531,ChIJO65DZu8BLz4R-sY8xJlFPlo
7149,Maestro Pizza,RESTAURANT,Fast Food|Italian|International|Pizza,4.4,215,restaurants,24.765128,46.760851,ChIJO65DZu8BLz4R-sY8xJlFPlo
7150,Baskin Robbins,RESTAURANT,Desserts|Beverages|Ice Cream,4.7,74,restaurants,24.753826,46.770114,ChIJqWNpNLwBLz4R9tCyNhCN5z0
7151,Baja,RESTAURANT,Beverages|Coffee|Roastery,4.6,44,restaurants,24.765186,46.760695,ChIJO65DZu8BLz4RSf7WgBEnw_M
7152,Mad Pizza,RESTAURANT,Desserts|Italian|American|Beverages|International|Pizza,3.8,30,restaurants,24.7650813,46.7606461,ChIJO65DZu8BLz4R-sY8xJlFPlo
7153,Pinzatta,RESTAURANT,Sandwich|Fast Food|Italian|Healthy|Pizza,4.4,42,restaurants,24.7650813,46.7606461,ChIJO65DZu8BLz4R-sY8xJlFPlo
7154,Shawayet Alkhaleej,RESTAURANT,Grill|Arabic,4.1,1412,restaurants,24.75348952,46.76945981,ChIJAemQzb0BLz4ReL7O8eQIbMc
7155,Burger King,RESTAURANT,Sandwich|Fast Food|American|International|Burgers,4.1,557,restaurants,24.77753,46.77779,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
7156,Mission Falafel - Riyadh,RESTAURANT,Sandwich|Arabic|Falafel|Breakfast,4,53,restaurants,24.76602615,46.76006453,ChIJr_SLCuUBLz4Rsl2qbzRsBrk
7157,Falafel Nation,RESTAURANT,Sandwich|Arabic|Falafel|Breakfast,3.8,24,restaurants,24.766098,46.7600538,ChIJr_SLCuUBLz4Rsl2qbzRsBrk
7158,Hashem,RESTAURANT,Sandwich|Fast Food|Arabic|Falafel,4.3,727,restaurants,24.766,46.760029,ChIJr_SLCuUBLz4Rsl2qbzRsBrk
7159,Eletna Restaurant,RESTAURANT,Sandwich|Beverages|Falafel,2,1,restaurants,24.7661614,46.7598642,ChIJr_SLCuUBLz4Rsl2qbzRsBrk
7160,Kaaket Falafel,RESTAURANT,Sandwich|Fast Food|Arabic|Egyptian|Falafel,3,1,restaurants,24.7661614,46.7598642,ChIJr_SLCuUBLz4Rsl2qbzRsBrk
7161,Al Fateera Al Demashqya,RESTAURANT,Arabic|Shawarma|Pizza|Pastries,4.2,555,restaurants,24.7782198,46.7758053,ChIJPZN8S9gBLz4RAuejQqDJM3U
7162,KFC,RESTAURANT,Fast Food|Beverages,3.6,588,restaurants,24.7675375,46.7600156,ChIJD25f4-QBLz4RQO2zVXEmZyY
7163,Pizza Hut,RESTAURANT,Fast Food|Italian|Beverages|International|Pizza|Pasta|Salads,4.4,169,restaurants,24.7674125,46.7599219,ChIJD25f4-QBLz4RQO2zVXEmZyY
7164,Krispy Kreme Doughnuts,RESTAURANT,Desserts|Bakery|Beverages|Coffee,4.4,104,restaurants,24.767649,46.759958,ChIJD25f4-QBLz4RQO2zVXEmZyY
